"Notes"	"Year"	"Year Code"	"Single-Year Ages"	"Single-Year Ages Code"	Deaths	Population	Crude Rate
	"2007"	"2007"	"37 years"	"37"	471	2776104	17.0
	"2007"	"2007"	"38 years"	"38"	507	2651984	19.1
	"2007"	"2007"	"39 years"	"39"	493	2606673	18.9
	"2007"	"2007"	"40 years"	"40"	567	2649091	21.4
	"2007"	"2007"	"41 years"	"41"	584	2746770	21.3
	"2007"	"2007"	"42 years"	"42"	602	2978757	20.2
	"2007"	"2007"	"43 years"	"43"	678	3082925	22.0
	"2007"	"2007"	"44 years"	"44"	681	3092389	22.0
	"2007"	"2007"	"45 years"	"45"	682	3137876	21.7
	"2007"	"2007"	"46 years"	"46"	734	3230773	22.7
	"2007"	"2007"	"47 years"	"47"	729	3285300	22.2
	"2007"	"2007"	"48 years"	"48"	723	3196857	22.6
	"2007"	"2007"	"49 years"	"49"	705	3244860	21.7
	"2007"	"2007"	"50 years"	"50"	668	3206844	20.8
	"2007"	"2007"	"51 years"	"51"	661	3114872	21.2
	"2007"	"2007"	"52 years"	"52"	702	3129615	22.4
	"2007"	"2007"	"53 years"	"53"	648	3041217	21.3
	"2007"	"2007"	"54 years"	"54"	614	2972923	20.7
	"2007"	"2007"	"55 years"	"55"	612	2868730	21.3
	"2007"	"2007"	"56 years"	"56"	555	2814417	19.7
	"2007"	"2007"	"57 years"	"57"	530	2785497	19.0
	"2007"	"2007"	"58 years"	"58"	509	2728855	18.7
	"2007"	"2007"	"59 years"	"59"	470	2731434	17.2
	"2007"	"2007"	"60 years"	"60"	538	2905898	18.5
	"2007"	"2007"	"61 years"	"61"	380	2126599	17.9
	"2007"	"2007"	"62 years"	"62"	310	2125898	14.6
	"2007"	"2007"	"63 years"	"63"	326	2119980	15.4
	"2007"	"2007"	"64 years"	"64"	363	2206983	16.4
	"2007"	"2007"	"65 years"	"65"	265	1927078	13.8
	"2007"	"2007"	"66 years"	"66"	254	1769681	14.4
	"2007"	"2007"	"67 years"	"67"	266	1703891	15.6
	"2007"	"2007"	"68 years"	"68"	232	1626839	14.3
	"2007"	"2007"	"69 years"	"69"	237	1584094	15.0
	"2007"	"2007"	"70 years"	"70"	177	1469990	12.0
	"2007"	"2007"	"71 years"	"71"	195	1444616	13.5
	"2007"	"2007"	"72 years"	"72"	209	1427097	14.6
	"2007"	"2007"	"73 years"	"73"	188	1301279	14.4
	"2007"	"2007"	"74 years"	"74"	188	1290820	14.6
	"2007"	"2007"	"75 years"	"75"	202	1261510	16.0
	"2007"	"2007"	"76 years"	"76"	223	1255269	17.8
	"2007"	"2007"	"77 years"	"77"	247	1244429	19.8
	"2007"	"2007"	"78 years"	"78"	225	1166747	19.3
	"2007"	"2007"	"79 years"	"79"	197	1143673	17.2
	"2007"	"2007"	"80 years"	"80"	179	1083011	16.5
	"2007"	"2007"	"81 years"	"81"	196	1020969	19.2
	"2007"	"2007"	"82 years"	"82"	165	978073	16.9
	"2007"	"2007"	"83 years"	"83"	157	905646	17.3
	"2007"	"2007"	"84 years"	"84"	155	813539	19.1
	"2007"	"2007"	"85 years"	"85"	156	Not Applicable	Not Applicable
	"2007"	"2007"	"86 years"	"86"	142	Not Applicable	Not Applicable
	"2007"	"2007"	"87 years"	"87"	115	Not Applicable	Not Applicable
	"2007"	"2007"	"88 years"	"88"	75	Not Applicable	Not Applicable
	"2007"	"2007"	"89 years"	"89"	67	Not Applicable	Not Applicable
	"2007"	"2007"	"90 years"	"90"	72	Not Applicable	Not Applicable
	"2007"	"2007"	"91 years"	"91"	56	Not Applicable	Not Applicable
	"2007"	"2007"	"92 years"	"92"	43	Not Applicable	Not Applicable
	"2007"	"2007"	"93 years"	"93"	37	Not Applicable	Not Applicable
	"2007"	"2007"	"94 years"	"94"	11	Not Applicable	Not Applicable
	"2007"	"2007"	"95 years"	"95"	17	Not Applicable	Not Applicable
	"2007"	"2007"	"96 years"	"96"	9	Not Applicable	Not Applicable
	"2007"	"2007"	"97 years"	"97"	7	Not Applicable	Not Applicable
	"2007"	"2007"	"98 years"	"98"	1	Not Applicable	Not Applicable
	"2007"	"2007"	"99 years"	"99"	2	Not Applicable	Not Applicable
	"2007"	"2007"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2007"	"2007"	"Not Stated"	"NS"	4	Not Applicable	Not Applicable
	"2008"	"2008"	"< 1 year"	"0"	0	2183638	Unreliable
	"2008"	"2008"	"1 year"	"1"	0	2185340	Unreliable
	"2008"	"2008"	"2 years"	"2"	0	2168784	Unreliable
	"2008"	"2008"	"3 years"	"3"	0	2186604	Unreliable
	"2008"	"2008"	"4 years"	"4"	0	2243555	Unreliable
	"2008"	"2008"	"5 years"	"5"	0	2247189	Unreliable
	"2008"	"2008"	"6 years"	"6"	1	2232222	Unreliable
	"2008"	"2008"	"7 years"	"7"	0	2296313	Unreliable
	"2008"	"2008"	"8 years"	"8"	0	2256257	Unreliable
	"2008"	"2008"	"9 years"	"9"	2	2269616	Unreliable
	"2008"	"2008"	"10 years"	"10"	1	2352686	Unreliable
	"2008"	"2008"	"11 years"	"11"	7	2339857	Unreliable
	"2008"	"2008"	"12 years"	"12"	11	2414566	Unreliable
	"2008"	"2008"	"13 years"	"13"	49	2442803	2.0
	"2008"	"2008"	"14 years"	"14"	77	2440918	3.2
	"2008"	"2008"	"15 years"	"15"	115	2516946	4.6
	"2008"	"2008"	"16 years"	"16"	174	2584023	6.7
	"2008"	"2008"	"17 years"	"17"	231	2633636	8.8
	"2008"	"2008"	"18 years"	"18"	247	2710563	9.1
	"2008"	"2008"	"19 years"	"19"	338	2631537	12.8
	"2008"	"2008"	"20 years"	"20"	331	2562547	12.9
	"2008"	"2008"	"21 years"	"21"	406	2546021	15.9
	"2008"	"2008"	"22 years"	"22"	397	2543607	15.6
	"2008"	"2008"	"23 years"	"23"	376	2546553	14.8
	"2008"	"2008"	"24 years"	"24"	410	2475563	16.6
	"2008"	"2008"	"25 years"	"25"	405	2520779	16.1
	"2008"	"2008"	"26 years"	"26"	381	2492190	15.3
	"2008"	"2008"	"27 years"	"27"	386	2533534	15.2
	"2008"	"2008"	"28 years"	"28"	414	2495085	16.6
	"2008"	"2008"	"29 years"	"29"	386	2335935	16.5
	"2008"	"2008"	"30 years"	"30"	398	2328519	17.1
	"2008"	"2008"	"31 years"	"31"	428	2252312	19.0
	"2008"	"2008"	"32 years"	"32"	376	2224894	16.9
	"2008"	"2008"	"33 years"	"33"	414	2310409	17.9
	"2008"	"2008"	"34 years"	"34"	389	2246707	17.3
	"2008"	"2008"	"35 years"	"35"	463	2321747	19.9
	"2008"	"2008"	"36 years"	"36"	452	2491658	18.1
	"2008"	"2008"	"37 years"	"37"	546	2695602	20.3
	"2008"	"2008"	"38 years"	"38"	552	2771709	19.9
	"2008"	"2008"	"39 years"	"39"	533	2656505	20.1
	"2008"	"2008"	"40 years"	"40"	525	2590368	20.3
	"2008"	"2008"	"41 years"	"41"	577	2657890	21.7
	"2008"	"2008"	"42 years"	"42"	574	2736687	21.0
	"2008"	"2008"	"43 years"	"43"	652	2977052	21.9
	"2008"	"2008"	"44 years"	"44"	697	3055343	22.8
	"2008"	"2008"	"45 years"	"45"	735	3074171	23.9
	"2008"	"2008"	"46 years"	"46"	711	3148101	22.6
	"2008"	"2008"	"47 years"	"47"	789	3233011	24.4
	"2008"	"2008"	"48 years"	"48"	778	3268770	23.8
	"2008"	"2008"	"49 years"	"49"	750	3201428	23.4
	"2008"	"2008"	"50 years"	"50"	769	3215142	23.9
	"2008"	"2008"	"51 years"	"51"	753	3225363	23.3
	"2008"	"2008"	"52 years"	"52"	703	3090363	22.7
	"2008"	"2008"	"53 years"	"53"	657	3133065	21.0
	"2008"	"2008"	"54 years"	"54"	697	3041667	22.9
	"2008"	"2008"	"55 years"	"55"	671	2935654	22.9
	"2008"	"2008"	"56 years"	"56"	620	2881287	21.5
	"2008"	"2008"	"57 years"	"57"	570	2793569	20.4
	"2008"	"2008"	"58 years"	"58"	523	2775850	18.8
	"2008"	"2008"	"59 years"	"59"	538	2705932	19.9
	"2008"	"2008"	"60 years"	"60"	489	2685119	18.2
	"2008"	"2008"	"61 years"	"61"	489	2927448	16.7
	"2008"	"2008"	"62 years"	"62"	385	2110432	18.2
	"2008"	"2008"	"63 years"	"63"	361	2113042	17.1
	"2008"	"2008"	"64 years"	"64"	347	2088575	16.6
	"2008"	"2008"	"65 years"	"65"	339	2188705	15.5
	"2008"	"2008"	"66 years"	"66"	308	1904193	16.2
	"2008"	"2008"	"67 years"	"67"	257	1750355	14.7
	"2008"	"2008"	"68 years"	"68"	257	1677980	15.3
	"2008"	"2008"	"69 years"	"69"	238	1598479	14.9
	"2008"	"2008"	"70 years"	"70"	226	1541835	14.7
	"2008"	"2008"	"71 years"	"71"	213	1452608	14.7
	"2008"	"2008"	"72 years"	"72"	215	1405866	15.3
	"2008"	"2008"	"73 years"	"73"	252	1394134	18.1
	"2008"	"2008"	"74 years"	"74"	196	1258806	15.6
	"2008"	"2008"	"75 years"	"75"	194	1239110	15.7
	"2008"	"2008"	"76 years"	"76"	200	1230663	16.3
	"2008"	"2008"	"77 years"	"77"	200	1205433	16.6
	"2008"	"2008"	"78 years"	"78"	205	1195304	17.2
	"2008"	"2008"	"79 years"	"79"	206	1113732	18.5
	"2008"	"2008"	"80 years"	"80"	194	1077580	18.0
	"2008"	"2008"	"81 years"	"81"	214	1031765	20.7
	"2008"	"2008"	"82 years"	"82"	193	954137	20.2
	"2008"	"2008"	"83 years"	"83"	165	916151	18.0
	"2008"	"2008"	"84 years"	"84"	158	833544	19.0
	"2008"	"2008"	"85 years"	"85"	168	Not Applicable	Not Applicable
	"2008"	"2008"	"86 years"	"86"	123	Not Applicable	Not Applicable
	"2008"	"2008"	"87 years"	"87"	113	Not Applicable	Not Applicable
	"2008"	"2008"	"88 years"	"88"	90	Not Applicable	Not Applicable
	"2008"	"2008"	"89 years"	"89"	82	Not Applicable	Not Applicable
	"2008"	"2008"	"90 years"	"90"	61	Not Applicable	Not Applicable
	"2008"	"2008"	"91 years"	"91"	38	Not Applicable	Not Applicable
	"2008"	"2008"	"92 years"	"92"	40	Not Applicable	Not Applicable
	"2008"	"2008"	"93 years"	"93"	22	Not Applicable	Not Applicable
	"2008"	"2008"	"94 years"	"94"	25	Not Applicable	Not Applicable
	"2008"	"2008"	"95 years"	"95"	17	Not Applicable	Not Applicable
	"2008"	"2008"	"96 years"	"96"	6	Not Applicable	Not Applicable
	"2008"	"2008"	"97 years"	"97"	5	Not Applicable	Not Applicable
	"2008"	"2008"	"98 years"	"98"	3	Not Applicable	Not Applicable
	"2008"	"2008"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2008"	"2008"	"100+ years"	"100"	2	Not Applicable	Not Applicable
	"2008"	"2008"	"Not Stated"	"NS"	0	Not Applicable	Not Applicable
	"2009"	"2009"	"< 1 year"	"0"	0	2108041	Unreliable
	"2009"	"2009"	"1 year"	"1"	0	2156286	Unreliable
	"2009"	"2009"	"2 years"	"2"	0	2186038	Unreliable
	"2009"	"2009"	"3 years"	"3"	0	2174999	Unreliable
	"2009"	"2009"	"4 years"	"4"	0	2197767	Unreliable
	"2009"	"2009"	"5 years"	"5"	0	2252374	Unreliable
	"2009"	"2009"	"6 years"	"6"	1	2234049	Unreliable
	"2009"	"2009"	"7 years"	"7"	0	2238035	Unreliable
	"2009"	"2009"	"8 years"	"8"	1	2298439	Unreliable
	"2009"	"2009"	"9 years"	"9"	0	2266606	Unreliable
	"2009"	"2009"	"10 years"	"10"	2	2359380	Unreliable
	"2009"	"2009"	"11 years"	"11"	8	2322005	Unreliable
	"2009"	"2009"	"12 years"	"12"	29	2359902	1.2
	"2009"	"2009"	"13 years"	"13"	46	2405176	1.9
	"2009"	"2009"	"14 years"	"14"	70	2418964	2.9
	"2009"	"2009"	"15 years"	"15"	145	2455801	5.9
	"2009"	"2009"	"16 years"	"16"	186	2519203	7.4
	"2009"	"2009"	"17 years"	"17"	218	2565040	8.5
	"2009"	"2009"	"18 years"	"18"	278	2639180	10.5
	"2009"	"2009"	"19 years"	"19"	325	2701864	12.0
	"2009"	"2009"	"20 years"	"20"	319	2581635	12.4
	"2009"	"2009"	"21 years"	"21"	389	2545375	15.3
	"2009"	"2009"	"22 years"	"22"	382	2507004	15.2
	"2009"	"2009"	"23 years"	"23"	406	2519104	16.1
	"2009"	"2009"	"24 years"	"24"	398	2528949	15.7
	"2009"	"2009"	"25 years"	"25"	395	2486823	15.9
	"2009"	"2009"	"26 years"	"26"	399	2487448	16.0
	"2009"	"2009"	"27 years"	"27"	375	2505290	15.0
	"2009"	"2009"	"28 years"	"28"	407	2522646	16.1
	"2009"	"2009"	"29 years"	"29"	418	2451816	17.0
	"2009"	"2009"	"30 years"	"30"	420	2403589	17.5
	"2009"	"2009"	"31 years"	"31"	358	2291045	15.6
	"2009"	"2009"	"32 years"	"32"	384	2300425	16.7
	"2009"	"2009"	"33 years"	"33"	392	2224522	17.6
	"2009"	"2009"	"34 years"	"34"	435	2310021	18.8
	"2009"	"2009"	"35 years"	"35"	413	2253584	18.3
	"2009"	"2009"	"36 years"	"36"	484	2315552	20.9
	"2009"	"2009"	"37 years"	"37"	478	2478788	19.3
	"2009"	"2009"	"38 years"	"38"	554	2691582	20.6
	"2009"	"2009"	"39 years"	"39"	559	2777153	20.1
	"2009"	"2009"	"40 years"	"40"	546	2638002	20.7
	"2009"	"2009"	"41 years"	"41"	569	2600359	21.9
	"2009"	"2009"	"42 years"	"42"	576	2647144	21.8
	"2009"	"2009"	"43 years"	"43"	642	2735478	23.5
	"2009"	"2009"	"44 years"	"44"	687	2947778	23.3
	"2009"	"2009"	"45 years"	"45"	669	3036030	22.0
	"2009"	"2009"	"46 years"	"46"	769	3086394	24.9
	"2009"	"2009"	"47 years"	"47"	723	3151371	22.9
	"2009"	"2009"	"48 years"	"48"	740	3215655	23.0
	"2009"	"2009"	"49 years"	"49"	726	3275212	22.2
	"2009"	"2009"	"50 years"	"50"	820	3169493	25.9
	"2009"	"2009"	"51 years"	"51"	783	3237545	24.2
	"2009"	"2009"	"52 years"	"52"	807	3198300	25.2
	"2009"	"2009"	"53 years"	"53"	790	3095670	25.5
	"2009"	"2009"	"54 years"	"54"	737	3134965	23.5
	"2009"	"2009"	"55 years"	"55"	705	3000459	23.5
	"2009"	"2009"	"56 years"	"56"	640	2952109	21.7
	"2009"	"2009"	"57 years"	"57"	626	2859066	21.9
	"2009"	"2009"	"58 years"	"58"	605	2784814	21.7
	"2009"	"2009"	"59 years"	"59"	545	2751931	19.8
	"2009"	"2009"	"60 years"	"60"	508	2656439	19.1
	"2009"	"2009"	"61 years"	"61"	492	2709226	18.2
	"2009"	"2009"	"62 years"	"62"	431	2908152	14.8
	"2009"	"2009"	"63 years"	"63"	342	2098775	16.3
	"2009"	"2009"	"64 years"	"64"	327	2080302	15.7
	"2009"	"2009"	"65 years"	"65"	320	2071444	15.4
	"2009"	"2009"	"66 years"	"66"	357	2164116	16.5
	"2009"	"2009"	"67 years"	"67"	314	1885039	16.7
	"2009"	"2009"	"68 years"	"68"	259	1724347	15.0
	"2009"	"2009"	"69 years"	"69"	258	1649084	15.6
	"2009"	"2009"	"70 years"	"70"	238	1554467	15.3
	"2009"	"2009"	"71 years"	"71"	252	1526080	16.5
	"2009"	"2009"	"72 years"	"72"	207	1413369	14.6
	"2009"	"2009"	"73 years"	"73"	227	1374324	16.5
	"2009"	"2009"	"74 years"	"74"	207	1348769	15.3
	"2009"	"2009"	"75 years"	"75"	181	1207323	15.0
	"2009"	"2009"	"76 years"	"76"	233	1211197	19.2
	"2009"	"2009"	"77 years"	"77"	189	1182085	16.0
	"2009"	"2009"	"78 years"	"78"	194	1158732	16.7
	"2009"	"2009"	"79 years"	"79"	205	1142009	18.0
	"2009"	"2009"	"80 years"	"80"	180	1048968	17.2
	"2009"	"2009"	"81 years"	"81"	190	1028728	18.5
	"2009"	"2009"	"82 years"	"82"	169	964810	17.5
	"2009"	"2009"	"83 years"	"83"	178	895056	19.9
	"2009"	"2009"	"84 years"	"84"	159	843946	18.8
	"2009"	"2009"	"85 years"	"85"	163	Not Applicable	Not Applicable
	"2009"	"2009"	"86 years"	"86"	124	Not Applicable	Not Applicable
	"2009"	"2009"	"87 years"	"87"	97	Not Applicable	Not Applicable
	"2009"	"2009"	"88 years"	"88"	100	Not Applicable	Not Applicable
	"2009"	"2009"	"89 years"	"89"	85	Not Applicable	Not Applicable
	"2009"	"2009"	"90 years"	"90"	72	Not Applicable	Not Applicable
	"2009"	"2009"	"91 years"	"91"	47	Not Applicable	Not Applicable
	"2009"	"2009"	"92 years"	"92"	43	Not Applicable	Not Applicable
	"2009"	"2009"	"93 years"	"93"	25	Not Applicable	Not Applicable
	"2009"	"2009"	"94 years"	"94"	18	Not Applicable	Not Applicable
	"2009"	"2009"	"95 years"	"95"	15	Not Applicable	Not Applicable
	"2009"	"2009"	"96 years"	"96"	11	Not Applicable	Not Applicable
	"2009"	"2009"	"97 years"	"97"	8	Not Applicable	Not Applicable
	"2009"	"2009"	"98 years"	"98"	4	Not Applicable	Not Applicable
	"2009"	"2009"	"99 years"	"99"	0	Not Applicable	Not Applicable
	"2009"	"2009"	"100+ years"	"100"	1	Not Applicable	Not Applicable
	"2009"	"2009"	"Not Stated"	"NS"	4	Not Applicable	Not Applicable
	"2010"	"2010"	"< 1 year"	"0"	0	2082860	Unreliable
	"2010"	"2010"	"1 year"	"1"	0	2108249	Unreliable
	"2010"	"2010"	"2 years"	"2"	0	2168044	Unreliable
	"2010"	"2010"	"3 years"	"3"	0	2195475	Unreliable
	"2010"	"2010"	"4 years"	"4"	0	2192062	Unreliable
	"2010"	"2010"	"5 years"	"5"	0	2210543	Unreliable
	"2010"	"2010"	"6 years"	"6"	0	2247991	Unreliable
	"2010"	"2010"	"7 years"	"7"	0	2231817	Unreliable
	"2010"	"2010"	"8 years"	"8"	0	2253473	Unreliable
	"2010"	"2010"	"9 years"	"9"	5	2315379	Unreliable
	"2010"	"2010"	"10 years"	"10"	1	2347758	Unreliable
	"2010"	"2010"	"11 years"	"11"	8	2338992	Unreliable
	"2010"	"2010"	"12 years"	"12"	20	2336917	0.9
	"2010"	"2010"	"13 years"	"13"	52	2359029	2.2
	"2010"	"2010"	"14 years"	"14"	80	2394704	3.3
	"2010"	"2010"	"15 years"	"15"	124	2434880	5.1
	"2010"	"2010"	"16 years"	"16"	189	2470378	7.7
	"2010"	"2010"	"17 years"	"17"	188	2518653	7.5
	"2010"	"2010"	"18 years"	"18"	308	2588551	11.9
	"2010"	"2010"	"19 years"	"19"	329	2658269	12.4
	"2010"	"2010"	"20 years"	"20"	358	2630855	13.6
	"2010"	"2010"	"21 years"	"21"	395	2550667	15.5
	"2010"	"2010"	"22 years"	"22"	433	2509884	17.3
	"2010"	"2010"	"23 years"	"23"	422	2479308	17.0
	"2010"	"2010"	"24 years"	"24"	444	2515129	17.7
	"2010"	"2010"	"25 years"	"25"	443	2521705	17.6
	"2010"	"2010"	"26 years"	"26"	427	2454685	17.4
	"2010"	"2010"	"27 years"	"27"	417	2504150	16.7
	"2010"	"2010"	"28 years"	"28"	478	2485605	19.2
	"2010"	"2010"	"29 years"	"29"	467	2486741	18.8
	"2010"	"2010"	"30 years"	"30"	401	2506418	16.0
	"2010"	"2010"	"31 years"	"31"	418	2335430	17.9
	"2010"	"2010"	"32 years"	"32"	414	2341757	17.7
	"2010"	"2010"	"33 years"	"33"	463	2269070	20.4
	"2010"	"2010"	"34 years"	"34"	407	2237759	18.2
	"2010"	"2010"	"35 years"	"35"	450	2321947	19.4
	"2010"	"2010"	"36 years"	"36"	423	2237741	18.9
	"2010"	"2010"	"37 years"	"37"	516	2336504	22.1
	"2010"	"2010"	"38 years"	"38"	502	2521666	19.9
	"2010"	"2010"	"39 years"	"39"	563	2738103	20.6
	"2010"	"2010"	"40 years"	"40"	596	2759699	21.6
	"2010"	"2010"	"41 years"	"41"	575	2618687	22.0
	"2010"	"2010"	"42 years"	"42"	567	2596179	21.8
	"2010"	"2010"	"43 years"	"43"	536	2659180	20.2
	"2010"	"2010"	"44 years"	"44"	631	2741673	23.0
	"2010"	"2010"	"45 years"	"45"	701	2992956	23.4
	"2010"	"2010"	"46 years"	"46"	780	3052103	25.6
	"2010"	"2010"	"47 years"	"47"	742	3092498	24.0
	"2010"	"2010"	"48 years"	"48"	791	3155839	25.1
	"2010"	"2010"	"49 years"	"49"	792	3220748	24.6
	"2010"	"2010"	"50 years"	"50"	813	3266961	24.9
	"2010"	"2010"	"51 years"	"51"	797	3175593	25.1
	"2010"	"2010"	"52 years"	"52"	825	3228923	25.6
	"2010"	"2010"	"53 years"	"53"	771	3156464	24.4
	"2010"	"2010"	"54 years"	"54"	743	3102717	23.9
	"2010"	"2010"	"55 years"	"55"	734	3099790	23.7
	"2010"	"2010"	"56 years"	"56"	744	2979113	25.0
	"2010"	"2010"	"57 years"	"57"	673	2928593	23.0
	"2010"	"2010"	"58 years"	"58"	616	2849382	21.6
	"2010"	"2010"	"59 years"	"59"	603	2713900	22.2
	"2010"	"2010"	"60 years"	"60"	570	2714219	21.0
	"2010"	"2010"	"61 years"	"61"	486	2658610	18.3
	"2010"	"2010"	"62 years"	"62"	465	2764327	16.8
	"2010"	"2010"	"63 years"	"63"	486	2746638	17.7
	"2010"	"2010"	"64 years"	"64"	357	2028632	17.6
	"2010"	"2010"	"65 years"	"65"	339	2066848	16.4
	"2010"	"2010"	"66 years"	"66"	334	2072084	16.1
	"2010"	"2010"	"67 years"	"67"	312	2102616	14.8
	"2010"	"2010"	"68 years"	"68"	290	1828555	15.9
	"2010"	"2010"	"69 years"	"69"	257	1674546	15.3
	"2010"	"2010"	"70 years"	"70"	240	1590368	15.1
	"2010"	"2010"	"71 years"	"71"	233	1536688	15.2
	"2010"	"2010"	"72 years"	"72"	246	1469846	16.7
	"2010"	"2010"	"73 years"	"73"	206	1371721	15.0
	"2010"	"2010"	"74 years"	"74"	226	1332169	17.0
	"2010"	"2010"	"75 years"	"75"	220	1288576	17.1
	"2010"	"2010"	"76 years"	"76"	214	1172844	18.2
	"2010"	"2010"	"77 years"	"77"	216	1169156	18.5
	"2010"	"2010"	"78 years"	"78"	171	1140972	15.0
	"2010"	"2010"	"79 years"	"79"	202	1120716	18.0
	"2010"	"2010"	"80 years"	"80"	192	1071557	17.9
	"2010"	"2010"	"81 years"	"81"	198	1003015	19.7
	"2010"	"2010"	"82 years"	"82"	175	967657	18.1
	"2010"	"2010"	"83 years"	"83"	146	899352	16.2
	"2010"	"2010"	"84 years"	"84"	151	827107	18.3
	"2010"	"2010"	"85 years"	"85"	159	Not Applicable	Not Applicable
	"2010"	"2010"	"86 years"	"86"	144	Not Applicable	Not Applicable
	"2010"	"2010"	"87 years"	"87"	123	Not Applicable	Not Applicable
	"2010"	"2010"	"88 years"	"88"	123	Not Applicable	Not Applicable
	"2010"	"2010"	"89 years"	"89"	90	Not Applicable	Not Applicable
	"2010"	"2010"	"90 years"	"90"	72	Not Applicable	Not Applicable
	"2010"	"2010"	"91 years"	"91"	54	Not Applicable	Not Applicable
	"2010"	"2010"	"92 years"	"92"	33	Not Applicable	Not Applicable
	"2010"	"2010"	"93 years"	"93"	34	Not Applicable	Not Applicable
	"2010"	"2010"	"94 years"	"94"	11	Not Applicable	Not Applicable
	"2010"	"2010"	"95 years"	"95"	23	Not Applicable	Not Applicable
	"2010"	"2010"	"96 years"	"96"	11	Not Applicable	Not Applicable
	"2010"	"2010"	"97 years"	"97"	13	Not Applicable	Not Applicable
	"2010"	"2010"	"98 years"	"98"	4	Not Applicable	Not Applicable
	"2010"	"2010"	"99 years"	"99"	3	Not Applicable	Not Applicable
	"2010"	"2010"	"100+ years"	"100"	4	Not Applicable	Not Applicable
	"2010"	"2010"	"Not Stated"	"NS"	2	Not Applicable	Not Applicable
	"2011"	"2011"	"< 1 year"	"0"	0	2077936	Unreliable
	"2011"	"2011"	"1 year"	"1"	0	2071213	Unreliable
	"2011"	"2011"	"2 years"	"2"	0	2097215	Unreliable
	"2011"	"2011"	"3 years"	"3"	0	2163835	Unreliable
	"2011"	"2011"	"4 years"	"4"	0	2187758	Unreliable
	"2011"	"2011"	"5 years"	"5"	0	2193571	Unreliable
	"2011"	"2011"	"6 years"	"6"	0	2209146	Unreliable
	"2011"	"2011"	"7 years"	"7"	0	2244211	Unreliable
	"2011"	"2011"	"8 years"	"8"	0	2239399	Unreliable
	"2011"	"2011"	"9 years"	"9"	0	2236528	Unreliable
	"2011"	"2011"	"10 years"	"10"	5	2301026	Unreliable
	"2011"	"2011"	"11 years"	"11"	7	2348319	Unreliable
	"2011"	"2011"	"12 years"	"12"	19	2334597	Unreliable
	"2011"	"2011"	"13 years"	"13"	53	2339751	2.3
	"2011"	"2011"	"14 years"	"14"	84	2354470	3.6
	"2011"	"2011"	"15 years"	"15"	149	2381956	6.3
	"2011"	"2011"	"16 years"	"16"	202	2427498	8.3
	"2011"	"2011"	"17 years"	"17"	254	2467342	10.3
	"2011"	"2011"	"18 years"	"18"	307	2504209	12.3
	"2011"	"2011"	"19 years"	"19"	364	2578765	14.1
	"2011"	"2011"	"20 years"	"20"	392	2644194	14.8
	"2011"	"2011"	"21 years"	"21"	406	2655602	15.3
	"2011"	"2011"	"22 years"	"22"	450	2566425	17.5
	"2011"	"2011"	"23 years"	"23"	448	2519868	17.8
	"2011"	"2011"	"24 years"	"24"	441	2488684	17.7
	"2011"	"2011"	"25 years"	"25"	426	2510698	17.0
	"2011"	"2011"	"26 years"	"26"	471	2539583	18.5
	"2011"	"2011"	"27 years"	"27"	443	2458187	18.0
	"2011"	"2011"	"28 years"	"28"	474	2500950	19.0
	"2011"	"2011"	"29 years"	"29"	466	2501152	18.6
	"2011"	"2011"	"30 years"	"30"	464	2484439	18.7
	"2011"	"2011"	"31 years"	"31"	498	2516439	19.8
	"2011"	"2011"	"32 years"	"32"	434	2375549	18.3
	"2011"	"2011"	"33 years"	"33"	460	2328359	19.8
	"2011"	"2011"	"34 years"	"34"	445	2303651	19.3
	"2011"	"2011"	"35 years"	"35"	399	2223940	17.9
	"2011"	"2011"	"36 years"	"36"	444	2313179	19.2
	"2011"	"2011"	"37 years"	"37"	471	2248608	20.9
	"2011"	"2011"	"38 years"	"38"	455	2303676	19.8
	"2011"	"2011"	"39 years"	"39"	562	2471860	22.7
	"2011"	"2011"	"40 years"	"40"	589	2695764	21.8
	"2011"	"2011"	"41 years"	"41"	625	2755885	22.7
	"2011"	"2011"	"42 years"	"42"	625	2640889	23.7
	"2011"	"2011"	"43 years"	"43"	593	2586015	22.9
	"2011"	"2011"	"44 years"	"44"	601	2641062	22.8
	"2011"	"2011"	"45 years"	"45"	678	2705633	25.1
	"2011"	"2011"	"46 years"	"46"	737	2921714	25.2
	"2011"	"2011"	"47 years"	"47"	745	3036748	24.5
	"2011"	"2011"	"48 years"	"48"	752	3076517	24.4
	"2011"	"2011"	"49 years"	"49"	818	3123245	26.2
	"2011"	"2011"	"50 years"	"50"	798	3209689	24.9
	"2011"	"2011"	"51 years"	"51"	857	3228449	26.5
	"2011"	"2011"	"52 years"	"52"	830	3171730	26.2
	"2011"	"2011"	"53 years"	"53"	812	3195140	25.4
	"2011"	"2011"	"54 years"	"54"	794	3182088	25.0
	"2011"	"2011"	"55 years"	"55"	760	3078056	24.7
	"2011"	"2011"	"56 years"	"56"	737	3075611	24.0
	"2011"	"2011"	"57 years"	"57"	701	2991456	23.4
	"2011"	"2011"	"58 years"	"58"	646	2909625	22.2
	"2011"	"2011"	"59 years"	"59"	593	2825622	21.0
	"2011"	"2011"	"60 years"	"60"	588	2740573	21.5
	"2011"	"2011"	"61 years"	"61"	487	2677199	18.2
